File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,CameraLocation,StartDate,TechnicianName,Service,Empty,Animal,Human,HumanActivity,Murrelet,Adult,Offspring,Egg,Species,Count,PredationEvent,Tags,SecondOpinion,GoodPicture,Comments,
RCNX0001.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,10:23:05,Ok,false,Moss Cave,04/01/2021,Tam Ta,true,false,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0002.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,10:23:05,Ok,false,Moss Cave,04/01/2021,Tam Ta,true,false,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0003.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,10:23:06,Ok,false,Moss Cave,04/01/2021,Tam Ta,true,false,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0004.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,10:23:08,Ok,false,Moss Cave,04/01/2021,Tam Ta,true,false,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0005.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,10:23:08,Ok,false,Moss Cave,04/01/2021,Tam Ta,true,false,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0006.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,10:30:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0007.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,10:40:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0008.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,10:50:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0009.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,11:00:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0010.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,11:10:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0011.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,11:20:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0012.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,11:30:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0013.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,11:40:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0014.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,11:50:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0015.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,12:00:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0016.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,12:10:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0017.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,12:20:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0018.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,12:30:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0019.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,12:40:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0020.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,12:50:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0021.JPG,4_1_21 to 4_14_21,Moss Camera 2,01-Apr-2021,13:00:00,Ok,false,Moss Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
