Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Species	Comments
497	Spectrogram 1	1	315448.541619561	315449.189099777	0.6475	2937.500	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_002000.wav	28.5416	S4A04765_20210319_002000.wav	M	
498	Spectrogram 1	1	315449.651585646	315450.360730644	0.7091	3375.000	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_002000.wav	29.6516	S4A04765_20210319_002000.wav	M	
499	Spectrogram 1	1	315461.424971737	315461.979954779	0.5550	2875.000	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_002000.wav	41.4250	S4A04765_20210319_002000.wav	M	
500	Spectrogram 1	1	315465.864836074	315466.265657160	0.4008	2937.500	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_002000.wav	45.8648	S4A04765_20210319_002000.wav	M	
501	Spectrogram 1	1	315481.294377098	315481.957273510	0.6629	3000.000	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_003000.wav	1.2944	S4A04765_20210319_003000.wav	M	
502	Spectrogram 1	1	315494.100648296	315494.609382751	0.5087	3437.500	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_003000.wav	14.1007	S4A04765_20210319_003000.wav	M	
503	Spectrogram 1	1	315495.087284815	315495.796429813	0.7091	2687.500	5187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_003000.wav	15.0873	S4A04765_20210319_003000.wav	M	
504	Spectrogram 1	1	315509.404343183	315510.175152963	0.7708	3187.500	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_003000.wav	29.4043	S4A04765_20210319_003000.wav	M	
505	Spectrogram 1	1	315526.432622859	315526.833443945	0.4008	3125.000	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_003000.wav	46.4326	S4A04765_20210319_003000.wav	M	
506	Spectrogram 1	1	315526.987605901	315527.527172748	0.5396	3500.000	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_003000.wav	46.9876	S4A04765_20210319_003000.wav	M	
507	Spectrogram 1	1	315529.037959918	315529.731688720	0.6937	3125.000	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_003000.wav	49.0380	S4A04765_20210319_003000.wav	M	
508	Spectrogram 1	1	315529.839602090	315530.564163284	0.7246	3125.000	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_003000.wav	49.8396	S4A04765_20210319_003000.wav	M	
509	Spectrogram 1	1	315559.601367677	315560.325928871	0.7246	3562.500	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_004000.wav	19.6014	S4A04765_20210319_004000.wav	M	
510	Spectrogram 1	1	315575.757374015	315576.358605644	0.6012	3437.500	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_004000.wav	35.7574	S4A04765_20210319_004000.wav	M	
511	Spectrogram 1	1	315581.353453023	315581.846771283	0.4933	4000.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_004000.wav	41.3535	S4A04765_20210319_004000.wav	M	
512	Spectrogram 1	1	315583.635049974	315584.174616821	0.5396	3187.500	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210319_004000.wav	43.6350	S4A04765_20210319_004000.wav	M	
513	Spectrogram 1	1	324700.740738438	324701.419051045	0.6783	3125.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210320_020000.wav	40.7407	S4A04765_20210320_020000.wav	M	
514	Spectrogram 1	1	324701.526964414	324702.621514303	1.0945	3187.500	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210320_020000.wav	41.5270	S4A04765_20210320_020000.wav	M	
515	Spectrogram 1	1	324702.775676259	324703.330659301	0.5550	3250.000	5062.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210320_020000.wav	42.7757	S4A04765_20210320_020000.wav	M	
516	Spectrogram 1	1	324741.209906047	324741.718640502	0.5087	3500.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210320_021000.wav	21.2099	S4A04765_20210320_021000.wav	M	
517	Spectrogram 1	1	324753.677020940	324754.617408873	0.9404	3000.000	5812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210320_021000.wav	33.6770	S4A04765_20210320_021000.wav	M	
518	Spectrogram 1	1	324755.033646154	324755.542380610	0.5087	3250.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210320_021000.wav	35.0337	S4A04765_20210320_021000.wav	M	
519	Spectrogram 1	1	324765.054285757	324765.300944887	0.2467	1812.500	4375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210320_021000.wav	45.0543	S4A04765_20210320_021000.wav	M	
520	Spectrogram 1	1	324765.609268799	324766.133419450	0.5242	1687.500	4625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210320_021000.wav	45.6093	S4A04765_20210320_021000.wav	M	
521	Spectrogram 1	1	324766.302997602	324766.642153905	0.3392	3125.000	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210320_021000.wav	46.3030	S4A04765_20210320_021000.wav	M	
522	Spectrogram 1	1	324798.885968654	324799.317622131	0.4317	2937.500	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210320_022000.wav	18.8860	S4A04765_20210320_022000.wav	M	
523	Spectrogram 1	1	324809.452916581	324810.408720709	0.9558	2875.000	5187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210320_022000.wav	29.4529	S4A04765_20210320_022000.wav	M	
524	Spectrogram 1	1	324810.439553100	324811.472438207	1.0329	3000.000	6125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210320_022000.wav	30.4395	S4A04765_20210320_022000.wav	M	
525	Spectrogram 1	1	324817.438910029	324817.978476876	0.5396	2812.500	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210320_022000.wav	37.4389	S4A04765_20210320_022000.wav	M	
