Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Species	Comments
1	Spectrogram 1	1	55898.434633907	55899.005033145	0.5704	4250.000	6937.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210216_232000.wav	38.4346	S4A04765_20210216_232000.wav	M	
2	Spectrogram 1	1	55914.062068902	55914.632468140	0.5704	3562.500	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210216_232000.wav	54.0621	S4A04765_20210216_232000.wav	M	
3	Spectrogram 1	1	72431.909031946	72432.448598792	0.5396	3375.000	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210218_212000.wav	11.9090	S4A04765_20210218_212000.wav	M	
4	Spectrogram 1	1	72460.459742891	72460.937644955	0.4779	3375.000	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210218_212000.wav	40.4597	S4A04765_20210218_212000.wav	M	
5	Spectrogram 1	1	72558.042982014	72558.597965057	0.5550	3062.500	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210218_214000.wav	18.0430	S4A04765_20210218_214000.wav	M	
6	Spectrogram 1	1	81045.966257965	81046.659986768	0.6937	3187.500	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_211000.wav	45.9663	S4A04765_20210219_211000.wav	M	
7	Spectrogram 1	1	81046.829564919	81047.554126113	0.7246	3125.000	6375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_211000.wav	46.8296	S4A04765_20210219_211000.wav	M	
8	Spectrogram 1	1	81049.419485783	81049.851139260	0.4317	3562.500	5187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_211000.wav	49.4195	S4A04765_20210219_211000.wav	M	
9	Spectrogram 1	1	81071.033229488	81071.341553400	0.3083	3500.000	4625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_212000.wav	11.0333	S4A04765_20210219_212000.wav	M	
10	Spectrogram 1	1	81074.039387633	81074.193549589	0.1542	3750.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_212000.wav	14.0394	S4A04765_20210219_212000.wav	M	
11	Spectrogram 1	1	81094.569451953	81095.031937821	0.4625	3562.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_212000.wav	34.5695	S4A04765_20210219_212000.wav	M	
12	Spectrogram 1	1	81126.130491735	81126.623809995	0.4933	3000.000	4750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_213000.wav	6.1305	S4A04765_20210219_213000.wav	M	
13	Spectrogram 1	1	81126.700890973	81127.147960646	0.4471	3125.000	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_213000.wav	6.7009	S4A04765_20210219_213000.wav	M	
14	Spectrogram 1	1	81166.106341084	81167.015896626	0.9096	2937.500	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_213000.wav	46.1063	S4A04765_20210219_213000.wav	M	
15	Spectrogram 1	1	81167.524631081	81168.280024666	0.7554	2750.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_213000.wav	47.5246	S4A04765_20210219_213000.wav	M	
16	Spectrogram 1	1	81168.572932383	81169.297493577	0.7246	3187.500	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_213000.wav	48.5729	S4A04765_20210219_213000.wav	M	
17	Spectrogram 1	1	81649.571785286	81650.188433111	0.6166	2937.500	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_225000.wav	49.5718	S4A04765_20210219_225000.wav	M	
18	Spectrogram 1	1	81669.656934053	81670.181084704	0.5242	3750.000	5875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_230000.wav	9.6569	S4A04765_20210219_230000.wav	M	
19	Spectrogram 1	1	81679.461913583	81680.124809995	0.6629	4062.500	5812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_230000.wav	19.4619	S4A04765_20210219_230000.wav	M	
20	Spectrogram 1	1	81680.263555755	81680.664376841	0.4008	4250.000	6437.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_230000.wav	20.2635	S4A04765_20210219_230000.wav	M	
21	Spectrogram 1	1	81685.489646069	81686.106293893	0.6166	3000.000	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_230000.wav	25.4897	S4A04765_20210219_230000.wav	M	
22	Spectrogram 1	1	81686.568779762	81686.892519870	0.3237	4062.500	5437.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_230000.wav	26.5688	S4A04765_20210219_230000.wav	M	
23	Spectrogram 1	1	81682.005585860	81682.421823141	0.4162	3625.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_230000.wav	22.0056	S4A04765_20210219_230000.wav	M	
24	Spectrogram 1	1	81707.371469125	81707.818538798	0.4471	4375.000	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_230000.wav	47.3715	S4A04765_20210219_230000.wav	M	
25	Spectrogram 1	1	81710.084719553	81710.655118791	0.5704	3875.000	5687.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_230000.wav	50.0847	S4A04765_20210219_230000.wav	M	
26	Spectrogram 1	1	81713.291288241	81714.139179000	0.8479	2937.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_230000.wav	53.2913	S4A04765_20210219_230000.wav	M	
27	Spectrogram 1	1	81714.216259978	81715.125815519	0.9096	2687.500	6125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_230000.wav	54.2163	S4A04765_20210219_230000.wav	M	
28	Spectrogram 1	1	81729.962882965	81730.163293508	0.2004	4500.000	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_231000.wav	9.9629	S4A04765_20210219_231000.wav	M	
29	Spectrogram 1	1	81746.863287384	81747.449102818	0.5858	3750.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_231000.wav	26.8633	S4A04765_20210219_231000.wav	M	
30	Spectrogram 1	1	81747.557016187	81748.142831620	0.5858	4437.500	5875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_231000.wav	27.5570	S4A04765_20210219_231000.wav	M	
31	Spectrogram 1	1	81773.940368362	81774.356605644	0.4162	3250.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210219_231000.wav	53.9404	S4A04765_20210219_231000.wav	M	
32	Spectrogram 1	1	100024.131540425	100024.886934010	0.7554	2625.000	5437.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_020000.wav	4.1315	S4A04765_20210222_020000.wav	M	
33	Spectrogram 1	1	100024.994847379	100026.027732485	1.0329	2375.000	5687.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_020000.wav	4.9948	S4A04765_20210222_020000.wav	M	
34	Spectrogram 1	1	100026.258975420	100027.076033787	0.8171	2250.000	5000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_020000.wav	6.2590	S4A04765_20210222_020000.wav	M	
35	Spectrogram 1	1	100069.109341084	100069.880150865	0.7708	2750.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_020000.wav	49.1093	S4A04765_20210222_020000.wav	M	
36	Spectrogram 1	1	100070.018896626	100070.620128255	0.6012	2937.500	5875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_020000.wav	50.0189	S4A04765_20210222_020000.wav	M	
37	Spectrogram 1	1	100073.395043465	100074.242934224	0.8479	2687.500	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_020000.wav	53.3950	S4A04765_20210222_020000.wav	M	
38	Spectrogram 1	1	100074.381679985	100075.322067917	0.9404	2687.500	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_020000.wav	54.3817	S4A04765_20210222_020000.wav	M	
39	Spectrogram 1	1	100080.640655404	100081.133973664	0.4933	3875.000	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_021000.wav	0.6407	S4A04765_20210222_021000.wav	M	
40	Spectrogram 1	1	100129.694323184	100130.372635791	0.6783	2937.500	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_021000.wav	49.6943	S4A04765_20210222_021000.wav	M	
41	Spectrogram 1	1	100133.502123501	100134.288349478	0.7862	3312.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_021000.wav	53.5021	S4A04765_20210222_021000.wav	M	
42	Spectrogram 1	1	100134.581257194	100135.352066975	0.7708	3250.000	5937.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_021000.wav	54.5812	S4A04765_20210222_021000.wav	M	
43	Spectrogram 1	1	100135.598726105	100136.307871103	0.7091	2875.000	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_021000.wav	55.5987	S4A04765_20210222_021000.wav	M	
44	Spectrogram 1	1	100138.466138489	100139.252364466	0.7862	3687.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_021000.wav	58.4661	S4A04765_20210222_021000.wav	M	
45	Spectrogram 1	1	100139.483607400	100139.714850334	0.2312	3812.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_021000.wav	59.4836	S4A04765_20210222_021000.wav	M	
46	Spectrogram 1	1	100136.616195015	100137.047848493	0.4317	4062.500	5187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_021000.wav	56.6162	S4A04765_20210222_021000.wav	M	
47	Spectrogram 1	1	100166.545551302	100167.455106843	0.9096	3375.000	5000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_022000.wav	26.5455	S4A04765_20210222_022000.wav	M	
48	Spectrogram 1	1	100167.655517386	100168.410910971	0.7554	3125.000	5812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_022000.wav	27.6555	S4A04765_20210222_022000.wav	M	
49	Spectrogram 1	1	100200.049031732	100200.295690862	0.2467	3000.000	4937.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_023000.wav	0.0490	S4A04765_20210222_023000.wav	M	
50	Spectrogram 1	1	100200.511517600	100201.343992163	0.8325	2750.000	5875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_023000.wav	0.5115	S4A04765_20210222_023000.wav	M	
51	Spectrogram 1	1	100201.652316076	100202.207299118	0.5550	3500.000	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_023000.wav	1.6523	S4A04765_20210222_023000.wav	M	
52	Spectrogram 1	1	100224.012486982	100224.552053828	0.5396	3812.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_023000.wav	24.0125	S4A04765_20210222_023000.wav	M	
53	Spectrogram 1	1	100224.752464371	100225.492441761	0.7400	3000.000	5937.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_023000.wav	24.7525	S4A04765_20210222_023000.wav	M	
54	Spectrogram 1	1	100245.022607485	100245.716336288	0.6937	3250.000	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_023000.wav	45.0226	S4A04765_20210222_023000.wav	M	
55	Spectrogram 1	1	100246.055492592	100246.718389003	0.6629	3687.500	6000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_023000.wav	46.0555	S4A04765_20210222_023000.wav	M	
56	Spectrogram 1	1	100244.051387162	100244.714283573	0.6629	3312.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_023000.wav	44.0514	S4A04765_20210222_023000.wav	M	
57	Spectrogram 1	1	100266.838053400	100267.578030790	0.7400	3250.000	5875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_024000.wav	6.8380	S4A04765_20210222_024000.wav	M	
58	Spectrogram 1	1	100268.102181441	100268.657164483	0.5550	2812.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_024000.wav	8.1022	S4A04765_20210222_024000.wav	M	
59	Spectrogram 1	1	100271.586241650	100272.279970452	0.6937	2687.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210222_024000.wav	11.5862	S4A04765_20210222_024000.wav	M	
60	Spectrogram 1	1	117030.402308539	117031.142285928	0.7400	3125.000	5000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_011000.wav	30.4023	S4A04765_20210224_011000.wav	M	
61	Spectrogram 1	1	117031.543107014	117032.236835817	0.6937	3375.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_011000.wav	31.5431	S4A04765_20210224_011000.wav	M	
62	Spectrogram 1	1	117038.357065476	117038.973713301	0.6166	2812.500	4937.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_011000.wav	38.3571	S4A04765_20210224_011000.wav	M	
63	Spectrogram 1	1	117035.815993106	117036.216814192	0.4008	3875.000	5875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_011000.wav	35.8160	S4A04765_20210224_011000.wav	M	
64	Spectrogram 1	1	117039.824203965	117040.471684181	0.6475	2375.000	4937.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_011000.wav	39.8242	S4A04765_20210224_011000.wav	M	
65	Spectrogram 1	1	117044.325733085	117044.788218953	0.4625	3187.500	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_011000.wav	44.3257	S4A04765_20210224_011000.wav	M	
66	Spectrogram 1	1	117056.495757023	117057.158653434	0.6629	3187.500	5625.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_011000.wav	56.4958	S4A04765_20210224_011000.wav	M	
67	Spectrogram 1	1	117058.453613866	117059.008596908	0.5550	2625.000	5875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_011000.wav	58.4536	S4A04765_20210224_011000.wav	M	
68	Spectrogram 1	1	117060.565632665	117060.981869947	0.4162	3437.500	5187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_012000.wav	0.5656	S4A04765_20210224_012000.wav	M	
69	Spectrogram 1	1	117066.130879282	117066.685862324	0.5550	2062.500	5750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_012000.wav	6.1309	S4A04765_20210224_012000.wav	M	
70	Spectrogram 1	1	117066.886272867	117067.395007323	0.5087	2125.000	6312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_012000.wav	6.8863	S4A04765_20210224_012000.wav	M	
71	Spectrogram 1	1	117075.563436879	117076.411327638	0.8479	3125.000	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_012000.wav	15.5634	S4A04765_20210224_012000.wav	M	
72	Spectrogram 1	1	117078.215022525	117078.862502741	0.6475	3437.500	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_012000.wav	18.2150	S4A04765_20210224_012000.wav	M	
73	Spectrogram 1	1	117104.012559267	117104.552126113	0.5396	3750.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_012000.wav	44.0125	S4A04765_20210224_012000.wav	M	
74	Spectrogram 1	1	117166.086337530	117166.533407203	0.4471	3875.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_013000.wav	46.0863	S4A04765_20210224_013000.wav	M	
75	Spectrogram 1	1	117184.537244561	117185.400551516	0.8633	2687.500	4812.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_014000.wav	4.5373	S4A04765_20210224_014000.wav	M	
76	Spectrogram 1	1	117186.880506295	117187.404656946	0.5242	3562.500	5125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_014000.wav	6.8805	S4A04765_20210224_014000.wav	M	
77	Spectrogram 1	1	117191.243289654	117191.859937479	0.6166	3250.000	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_014000.wav	11.2433	S4A04765_20210224_014000.wav	M	
78	Spectrogram 1	1	117192.707828237	117193.046984541	0.3392	3375.000	4875.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_014000.wav	12.7078	S4A04765_20210224_014000.wav	M	
79	Spectrogram 1	1	117194.126118234	117194.696517472	0.5704	3437.500	4937.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_014000.wav	14.1261	S4A04765_20210224_014000.wav	M	
80	Spectrogram 1	1	117195.328581492	117195.929813121	0.6012	3437.500	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_014000.wav	15.3286	S4A04765_20210224_014000.wav	M	
81	Spectrogram 1	1	117224.389764346	117225.098909344	0.7091	3187.500	5687.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_014000.wav	44.3897	S4A04765_20210224_014000.wav	M	
82	Spectrogram 1	1	117225.330152278	117225.700140973	0.3700	3062.500	5000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_014000.wav	45.3302	S4A04765_20210224_014000.wav	M	
83	Spectrogram 1	1	117225.962216298	117226.316788798	0.3546	3187.500	5187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_014000.wav	45.9622	S4A04765_20210224_014000.wav	M	
84	Spectrogram 1	1	117240.171361297	117240.726344339	0.5550	3062.500	5687.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_015000.wav	0.1714	S4A04765_20210224_015000.wav	M	
85	Spectrogram 1	1	117241.774645641	117242.175466727	0.4008	3875.000	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_015000.wav	1.7746	S4A04765_20210224_015000.wav	M	
86	Spectrogram 1	1	117242.499206835	117243.192935637	0.6937	3062.500	6750.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_015000.wav	2.4992	S4A04765_20210224_015000.wav	M	
87	Spectrogram 1	1	117245.906186065	117246.368671934	0.4625	3875.000	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_015000.wav	5.9062	S4A04765_20210224_015000.wav	M	
88	Spectrogram 1	1	117247.663632366	117248.156950625	0.4933	3937.500	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_015000.wav	7.6636	S4A04765_20210224_015000.wav	M	
89	Spectrogram 1	1	117256.261282160	117256.955010963	0.6937	3500.000	5062.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_015000.wav	16.2613	S4A04765_20210224_015000.wav	M	
90	Spectrogram 1	1	117257.463745418	117257.941647482	0.4779	3687.500	5062.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_015000.wav	17.4638	S4A04765_20210224_015000.wav	M	
91	Spectrogram 1	1	117258.450381937	117259.036197371	0.5858	3812.500	5000.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_015000.wav	18.4504	S4A04765_20210224_015000.wav	M	
92	Spectrogram 1	1	117261.194464757	117261.610702038	0.4162	3937.500	5375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_015000.wav	21.1945	S4A04765_20210224_015000.wav	M	
93	Spectrogram 1	1	117262.982743448	117263.537726490	0.5550	4250.000	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_015000.wav	22.9827	S4A04765_20210224_015000.wav	M	
94	Spectrogram 1	1	117269.853779334	117270.516675745	0.6629	3625.000	5062.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_015000.wav	29.8538	S4A04765_20210224_015000.wav	M	
95	Spectrogram 1	1	117271.148739765	117271.719139003	0.5704	3750.000	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_015000.wav	31.1487	S4A04765_20210224_015000.wav	M	
96	Spectrogram 1	1	117280.208875428	117280.763858470	0.5550	3437.500	5562.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_015000.wav	40.2089	S4A04765_20210224_015000.wav	M	
97	Spectrogram 1	1	117429.040827895	117429.703724306	0.6629	3875.000	6125.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_022000.wav	9.0408	S4A04765_20210224_022000.wav	M	
98	Spectrogram 1	1	117429.873302458	117430.474534087	0.6012	3875.000	6250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_022000.wav	9.8733	S4A04765_20210224_022000.wav	M	
99	Spectrogram 1	1	117450.857011262	117451.319497131	0.4625	2625.000	5187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_022000.wav	30.8570	S4A04765_20210224_022000.wav	M	
100	Spectrogram 1	1	117492.054869090	117492.347776807	0.2929	3687.500	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_023000.wav	12.0549	S4A04765_20210224_023000.wav	M	
101	Spectrogram 1	1	117496.170993320	117496.571814406	0.4008	3875.000	5250.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_023000.wav	16.1710	S4A04765_20210224_023000.wav	M	
102	Spectrogram 1	1	117498.175098750	117498.653000814	0.4779	2062.500	5500.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_023000.wav	18.1751	S4A04765_20210224_023000.wav	M	
103	Spectrogram 1	1	117498.791746574	117499.470059181	0.6783	2437.500	6375.000	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_023000.wav	18.7918	S4A04765_20210224_023000.wav	M	
104	Spectrogram 1	1	117499.593388746	117500.009626028	0.4162	2250.000	5187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_023000.wav	19.5934	S4A04765_20210224_023000.wav	M	
105	Spectrogram 1	1	117505.909441590	117506.433592240	0.5242	3125.000	5187.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_023000.wav	25.9095	S4A04765_20210224_023000.wav	M	
106	Spectrogram 1	1	117511.243445272	117511.844676901	0.6012	3312.500	5312.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_023000.wav	31.2435	S4A04765_20210224_023000.wav	M	
107	Spectrogram 1	1	117512.522989508	117513.139637333	0.6166	3062.500	4937.500	D:\AI_SCMU\2021\Audio\Lava Bench 1\SM4\2_10_21 to 3_20_21\Data\S4A04765_20210224_023000.wav	32.5230	S4A04765_20210224_023000.wav	M	
