"folder","relative_path","file","image_no","site","cam_id","date_time","date","time","year","month","day","jday","hour","min","sec","tod","image_type","image_quality","delete_flag","camera_location","start_date","technician_name","service","empty","animal","human","human_activity","murrelet","adult","offspring","egg","species","count","predation_event","tags","second_opinion","good_picture","comments","ID","min2","int_diff","int_diff_secs","murrelet_status","SCMU","CORA","BNOW","PEEM","predation","detection"
"Lava1","4_1_21 to 4_14_21","RCNX1397.JPG","2021_Lava1_9051","Lava1","cam_01","2021-04-10 14:09:09","2021-04-10","14:09:09",2021,4,10,100,14,9,9,"day","motion","Ok","false","Lava Cave","04/01/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Raven",1,"false",NA,"false","false",NA,9051,NA,1,0.01666667,NA,0,1,0,0,0,1
"Lava1","4_1_21 to 4_14_21","RCNX1398.JPG","2021_Lava1_9052","Lava1","cam_01","2021-04-10 14:09:09","2021-04-10","14:09:09",2021,4,10,100,14,9,9,"day","motion","Ok","false","Lava Cave","04/01/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Raven",1,"false",NA,"false","false",NA,9052,NA,0,0,NA,0,1,0,0,0,1
"Lava1","4_1_21 to 4_14_21","RCNX1399.JPG","2021_Lava1_9053","Lava1","cam_01","2021-04-10 14:09:10","2021-04-10","14:09:10",2021,4,10,100,14,9,10,"day","motion","Ok","false","Lava Cave","04/01/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Raven",1,"false",NA,"false","false",NA,9053,NA,1,0.01666667,NA,0,1,0,0,0,1
"Lava1","4_1_21 to 4_14_21","RCNX1400.JPG","2021_Lava1_9054","Lava1","cam_01","2021-04-10 14:09:15","2021-04-10","14:09:15",2021,4,10,100,14,9,15,"day","motion","Ok","false","Lava Cave","04/01/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Raven",1,"false",NA,"false","false",NA,9054,NA,5,0.08333333,NA,0,1,0,0,0,1
"Lava1","4_1_21 to 4_14_21","RCNX1401.JPG","2021_Lava1_9055","Lava1","cam_01","2021-04-10 14:09:16","2021-04-10","14:09:16",2021,4,10,100,14,9,16,"day","motion","Ok","false","Lava Cave","04/01/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Raven",1,"false",NA,"false","false",NA,9055,NA,1,0.01666667,NA,0,1,0,0,0,1
"Lava1","4_1_21 to 4_14_21","RCNX1402.JPG","2021_Lava1_9056","Lava1","cam_01","2021-04-10 14:09:16","2021-04-10","14:09:16",2021,4,10,100,14,9,16,"day","motion","Ok","false","Lava Cave","04/01/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Raven",1,"false",NA,"false","false",NA,9056,NA,0,0,NA,0,1,0,0,0,1
"Lava1","4_1_21 to 4_14_21","RCNX1403.JPG","2021_Lava1_9057","Lava1","cam_01","2021-04-10 14:09:17","2021-04-10","14:09:17",2021,4,10,100,14,9,17,"day","motion","Ok","false","Lava Cave","04/01/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Raven",1,"false",NA,"false","false",NA,9057,NA,1,0.01666667,NA,0,1,0,0,0,1
"Lava1","4_1_21 to 4_14_21","RCNX1404.JPG","2021_Lava1_9058","Lava1","cam_01","2021-04-10 14:09:18","2021-04-10","14:09:18",2021,4,10,100,14,9,18,"day","motion","Ok","false","Lava Cave","04/01/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Raven",1,"false",NA,"false","false",NA,9058,NA,1,0.01666667,NA,0,1,0,0,0,1
"Lava1","4_1_21 to 4_14_21","RCNX1405.JPG","2021_Lava1_9059","Lava1","cam_01","2021-04-10 14:09:19","2021-04-10","14:09:19",2021,4,10,100,14,9,19,"day","motion","Ok","false","Lava Cave","04/01/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Raven",1,"false",NA,"false","false",NA,9059,NA,1,0.01666667,NA,0,1,0,0,0,1
"Lava1","4_1_21 to 4_14_21","RCNX1407.JPG","2021_Lava1_9060","Lava1","cam_01","2021-04-10 14:09:20","2021-04-10","14:09:20",2021,4,10,100,14,9,20,"day","motion","Ok","false","Lava Cave","04/01/2021","Tam Ta","false","false","true","false",NA,"false",0,0,"false","Raven",1,"false",NA,"false","false",NA,9060,NA,1,0.01666667,NA,0,1,0,0,0,1
