"site","cam_id","date","jday","hour","image_type","SCMU_hourly_det","CORA_hourly_det"
"Moss","cam_03",2021-04-25,115,22,"timelapse",0,0
"Moss","cam_03",2021-04-25,115,23,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,0,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,1,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,2,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,3,"motion",0,0
"Moss","cam_03",2021-04-26,116,3,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,4,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,5,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,6,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,7,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,8,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,9,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,10,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,11,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,12,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,13,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,14,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,15,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,16,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,17,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,18,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,19,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,20,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,21,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,22,"timelapse",0,0
"Moss","cam_03",2021-04-26,116,23,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,0,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,1,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,2,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,3,"motion",0,0
"Moss","cam_03",2021-04-27,117,3,"timelapse",1,0
"Moss","cam_03",2021-04-27,117,4,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,5,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,6,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,7,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,8,"motion",0,0
"Moss","cam_03",2021-04-27,117,8,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,9,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,10,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,11,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,12,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,13,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,14,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,15,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,16,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,17,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,18,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,19,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,20,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,21,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,22,"timelapse",0,0
"Moss","cam_03",2021-04-27,117,23,"timelapse",0,0
"Moss","cam_03",2021-04-28,118,0,"timelapse",0,0
"Moss","cam_03",2021-04-28,118,1,"timelapse",0,0
"Moss","cam_03",2021-04-28,118,2,"timelapse",0,0
"Moss","cam_03",2021-04-28,118,3,"timelapse",0,0
"Moss","cam_03",2021-04-28,118,4,"timelapse",0,0
"Moss","cam_03",2021-04-28,118,5,"timelapse",0,0
"Moss","cam_03",2021-04-28,118,6,"timelapse",0,0
"Moss","cam_03",2021-04-28,118,7,"timelapse",0,0
"Moss","cam_03",2021-04-28,118,8,"timelapse",0,0
"Moss","cam_03",2021-04-28,118,9,"motion",0,1
"Moss","cam_03",2021-04-28,118,9,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,10,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,11,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,12,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,13,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,14,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,15,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,16,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,17,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,18,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,19,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,20,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,21,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,22,"timelapse",0,0
"Moss","cam_03",2021-06-02,153,23,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,0,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,1,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,2,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,3,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,4,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,5,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,6,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,7,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,8,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,9,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,10,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,11,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,12,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,13,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,14,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,15,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,16,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,17,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,18,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,19,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,20,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,21,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,22,"timelapse",0,0
"Moss","cam_03",2021-06-03,154,23,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,0,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,1,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,2,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,3,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,4,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,5,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,6,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,7,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,8,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,9,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,10,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,11,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,12,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,13,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,14,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,15,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,16,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,17,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,18,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,19,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,20,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,21,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,22,"motion",0,0
"Moss","cam_03",2021-06-04,155,22,"timelapse",0,0
"Moss","cam_03",2021-06-04,155,23,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,0,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,1,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,2,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,3,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,4,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,5,"motion",0,0
"Moss","cam_03",2021-06-05,156,5,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,6,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,7,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,8,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,9,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,10,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,11,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,12,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,13,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,14,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,15,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,16,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,17,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,18,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,19,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,20,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,21,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,22,"timelapse",0,0
"Moss","cam_03",2021-06-05,156,23,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,0,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,1,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,2,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,3,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,4,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,5,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,6,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,7,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,8,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,9,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,10,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,11,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,12,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,13,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,14,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,15,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,16,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,17,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,18,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,19,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,20,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,21,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,22,"timelapse",0,0
"Moss","cam_03",2021-06-06,157,23,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,0,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,1,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,2,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,3,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,4,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,5,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,6,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,7,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,8,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,9,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,10,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,11,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,12,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,13,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,14,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,15,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,16,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,17,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,18,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,19,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,20,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,21,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,22,"timelapse",0,0
"Moss","cam_03",2021-06-07,158,23,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,0,"motion",0,0
"Moss","cam_03",2021-06-08,159,0,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,1,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,2,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,3,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,4,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,5,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,6,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,7,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,8,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,9,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,10,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,11,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,12,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,13,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,14,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,15,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,16,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,17,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,18,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,19,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,20,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,21,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,22,"timelapse",0,0
"Moss","cam_03",2021-06-08,159,23,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,0,"motion",0,0
"Moss","cam_03",2021-06-09,160,0,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,1,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,2,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,3,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,4,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,5,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,6,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,7,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,8,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,9,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,10,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,11,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,12,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,13,"motion",0,0
"Moss","cam_03",2021-06-09,160,13,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,14,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,15,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,16,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,17,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,18,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,19,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,20,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,21,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,22,"timelapse",0,0
"Moss","cam_03",2021-06-09,160,23,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,0,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,1,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,2,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,3,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,4,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,5,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,6,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,7,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,8,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,9,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,10,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,11,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,12,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,13,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,14,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,15,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,16,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,17,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,18,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,19,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,20,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,21,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,22,"timelapse",0,0
"Moss","cam_03",2021-06-10,161,23,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,0,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,1,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,2,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,3,"motion",0,0
"Moss","cam_03",2021-06-11,162,3,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,4,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,5,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,6,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,7,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,8,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,9,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,10,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,11,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,12,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,13,"motion",0,0
"Moss","cam_03",2021-06-11,162,13,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,14,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,15,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,16,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,17,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,18,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,19,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,20,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,21,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,22,"timelapse",0,0
"Moss","cam_03",2021-06-11,162,23,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,0,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,1,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,2,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,3,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,4,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,5,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,6,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,7,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,8,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,9,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,10,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,11,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,12,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,13,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,14,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,15,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,16,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,17,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,18,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,19,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,20,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,21,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,22,"timelapse",0,0
"Moss","cam_03",2021-06-12,163,23,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,0,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,1,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,2,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,3,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,4,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,5,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,6,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,7,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,8,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,9,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,10,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,11,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,12,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,13,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,14,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,15,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,16,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,17,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,18,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,19,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,20,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,21,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,22,"timelapse",0,0
"Moss","cam_03",2021-06-13,164,23,"motion",0,0
"Moss","cam_03",2021-06-13,164,23,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,0,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,1,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,2,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,3,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,4,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,5,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,6,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,7,"motion",0,1
"Moss","cam_03",2021-06-14,165,7,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,8,"motion",0,0
"Moss","cam_03",2021-06-14,165,8,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,9,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,10,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,11,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,12,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,13,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,14,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,15,"motion",0,0
"Moss","cam_03",2021-06-14,165,15,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,16,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,17,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,18,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,19,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,20,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,21,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,22,"timelapse",0,0
"Moss","cam_03",2021-06-14,165,23,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,0,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,1,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,2,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,3,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,4,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,5,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,6,"motion",0,0
"Moss","cam_03",2021-06-15,166,6,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,7,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,8,"motion",0,1
"Moss","cam_03",2021-06-15,166,8,"timelapse",0,1
"Moss","cam_03",2021-06-15,166,9,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,10,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,11,"motion",0,0
"Moss","cam_03",2021-06-15,166,11,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,12,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,13,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,14,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,15,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,16,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,17,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,18,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,19,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,20,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,21,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,22,"timelapse",0,0
"Moss","cam_03",2021-06-15,166,23,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,0,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,1,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,2,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,3,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,4,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,5,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,6,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,7,"motion",0,0
"Moss","cam_03",2021-06-16,167,7,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,8,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,9,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,10,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,11,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,12,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,13,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,14,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,15,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,16,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,17,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,18,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,19,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,20,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,21,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,22,"timelapse",0,0
"Moss","cam_03",2021-06-16,167,23,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,0,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,1,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,2,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,3,"motion",0,0
"Moss","cam_03",2021-06-17,168,3,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,4,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,5,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,6,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,7,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,8,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,9,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,10,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,11,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,12,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,13,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,14,"motion",0,0
"Moss","cam_03",2021-06-17,168,14,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,15,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,16,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,17,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,18,"timelapse",0,0
"Moss","cam_03",2021-06-17,168,19,"timelapse",0,0
