"site","cam_id","date","jday","hour","image_type","SCMU_hourly_det","CORA_hourly_det"
"Lava2","cam_02",2021-03-04,63,0,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,1,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,2,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,3,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,4,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,5,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,6,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,7,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,8,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,9,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,10,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,11,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,12,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,13,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,14,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,15,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,16,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,17,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,18,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,19,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,20,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,21,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,22,"timelapse",0,0
"Lava2","cam_02",2021-03-04,63,23,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,0,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,1,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,2,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,3,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,4,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,5,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,6,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,7,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,8,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,9,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,10,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,11,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,12,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,13,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,14,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,15,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,16,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,17,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,18,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,19,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,20,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,21,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,22,"timelapse",0,0
"Lava2","cam_02",2021-03-05,64,23,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,0,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,1,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,2,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,3,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,4,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,5,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,6,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,7,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,8,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,9,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,10,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,11,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,12,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,13,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,14,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,15,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,16,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,17,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,18,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,19,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,20,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,21,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,22,"timelapse",0,0
"Lava2","cam_02",2021-03-06,65,23,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,0,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,1,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,2,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,3,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,4,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,5,"timelapse",1,0
"Lava2","cam_02",2021-03-07,66,6,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,7,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,8,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,9,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,10,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,11,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,12,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,13,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,14,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,15,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,16,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,17,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,18,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,19,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,20,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,21,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,22,"timelapse",0,0
"Lava2","cam_02",2021-03-07,66,23,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,0,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,1,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,2,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,3,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,4,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,5,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,6,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,7,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,8,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,9,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,10,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,11,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,12,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,13,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,14,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,15,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,16,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,17,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,18,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,19,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,20,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,21,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,22,"timelapse",0,0
"Lava2","cam_02",2021-03-08,67,23,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,0,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,1,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,2,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,3,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,4,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,5,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,6,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,7,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,8,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,9,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,10,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,11,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,12,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,13,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,14,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,15,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,16,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,17,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,18,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,19,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,20,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,21,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,22,"timelapse",0,0
"Lava2","cam_02",2021-03-09,68,23,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,0,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,1,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,2,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,3,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,4,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,5,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,6,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,7,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,8,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,9,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,10,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,11,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,12,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,13,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,14,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,15,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,16,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,17,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,18,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,19,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,20,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,21,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,22,"timelapse",0,0
"Lava2","cam_02",2021-03-10,69,23,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,0,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,1,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,2,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,3,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,4,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,5,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,6,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,7,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,8,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,9,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,10,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,11,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,12,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,13,"motion",0,1
"Lava2","cam_02",2021-03-11,70,13,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,14,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,15,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,16,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,17,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,18,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,19,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,20,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,21,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,22,"timelapse",0,0
"Lava2","cam_02",2021-03-11,70,23,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,0,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,1,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,2,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,3,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,4,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,5,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,6,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,7,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,8,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,9,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,10,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,11,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,12,"motion",0,1
"Lava2","cam_02",2021-03-12,71,12,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,13,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,14,"motion",0,1
"Lava2","cam_02",2021-03-12,71,14,"timelapse",0,1
"Lava2","cam_02",2021-03-12,71,15,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,16,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,17,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,18,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,19,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,20,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,21,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,22,"timelapse",0,0
"Lava2","cam_02",2021-03-12,71,23,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,0,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,1,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,2,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,3,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,4,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,5,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,6,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,7,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,8,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,9,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,10,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,11,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,12,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,13,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,14,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,15,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,16,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,17,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,18,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,19,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,20,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,21,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,22,"timelapse",0,0
"Lava2","cam_02",2021-03-13,72,23,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,0,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,1,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,3,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,4,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,5,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,6,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,7,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,8,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,9,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,10,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,11,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,12,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,13,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,14,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,15,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,16,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,17,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,18,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,19,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,20,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,21,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,22,"timelapse",0,0
"Lava2","cam_02",2021-03-14,73,23,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,0,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,1,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,2,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,3,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,4,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,5,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,6,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,7,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,8,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,9,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,10,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,11,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,12,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,13,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,14,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,15,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,16,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,17,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,18,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,19,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,20,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,21,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,22,"timelapse",0,0
"Lava2","cam_02",2021-03-15,74,23,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,0,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,1,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,2,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,3,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,4,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,5,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,6,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,7,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,8,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,9,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,10,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,11,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,12,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,13,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,14,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,15,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,16,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,17,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,18,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,19,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,20,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,21,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,22,"timelapse",0,0
"Lava2","cam_02",2021-03-16,75,23,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,0,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,1,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,2,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,3,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,4,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,5,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,6,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,7,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,8,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,9,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,10,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,11,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,12,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,13,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,14,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,15,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,16,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,17,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,18,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,19,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,20,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,21,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,22,"timelapse",0,0
"Lava2","cam_02",2021-03-17,76,23,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,0,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,1,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,2,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,3,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,4,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,5,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,6,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,7,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,8,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,9,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,10,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,11,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,12,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,13,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,14,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,15,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,16,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,17,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,18,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,19,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,20,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,21,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,22,"timelapse",0,0
"Lava2","cam_02",2021-03-18,77,23,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,0,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,1,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,2,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,3,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,4,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,5,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,6,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,7,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,8,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,9,"motion",0,1
"Lava2","cam_02",2021-03-19,78,9,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,10,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,11,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,12,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,13,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,14,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,15,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,16,"motion",0,1
"Lava2","cam_02",2021-03-19,78,16,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,17,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,18,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,19,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,20,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,21,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,22,"timelapse",0,0
"Lava2","cam_02",2021-03-19,78,23,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,0,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,1,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,2,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,3,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,4,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,5,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,6,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,7,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,8,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,9,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,10,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,11,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,12,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,13,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,14,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,15,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,16,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,17,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,18,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,19,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,20,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,21,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,22,"timelapse",0,0
"Lava2","cam_02",2021-03-20,79,23,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,0,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,1,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,2,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,3,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,4,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,5,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,6,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,7,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,8,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,9,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,10,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,11,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,12,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,13,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,14,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,15,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,16,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,17,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,18,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,19,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,20,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,21,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,22,"timelapse",0,0
"Lava2","cam_02",2021-03-21,80,23,"timelapse",0,0
