File,RelativePath,Folder,Date,Time,ImageQuality,DeleteFlag,CameraLocation,StartDate,TechnicianName,Service,Empty,Animal,Human,HumanActivity,Murrelet,Adult,Offspring,Egg,Species,Count,PredationEvent,Tags,SecondOpinion,GoodPicture,Comments,
RCNX0001.JPG,4_1_21 to 4_14_21,Lava1,01-Apr-2021,12:48:12,Ok,false,Lava Cave,04/01/2021,Tam Ta,true,false,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0002.JPG,4_1_21 to 4_14_21,Lava1,01-Apr-2021,12:48:14,Ok,false,Lava Cave,04/01/2021,Tam Ta,true,false,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0003.JPG,4_1_21 to 4_14_21,Lava1,01-Apr-2021,12:48:15,Ok,false,Lava Cave,04/01/2021,Tam Ta,true,false,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0004.JPG,4_1_21 to 4_14_21,Lava1,01-Apr-2021,12:48:16,Ok,false,Lava Cave,04/01/2021,Tam Ta,true,false,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0005.JPG,4_1_21 to 4_14_21,Lava1,01-Apr-2021,12:48:17,Ok,false,Lava Cave,04/01/2021,Tam Ta,true,false,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0006.JPG,4_1_21 to 4_14_21,Lava1,01-Apr-2021,12:48:19,Ok,false,Lava Cave,04/01/2021,Tam Ta,true,false,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0032.JPG,4_1_21 to 4_14_21,Lava1,01-Apr-2021,16:20:00,Ok,false,Lava Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0037.JPG,4_1_21 to 4_14_21,Lava1,01-Apr-2021,17:10:00,Ok,false,Lava Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0039.JPG,4_1_21 to 4_14_21,Lava1,01-Apr-2021,17:30:00,Ok,false,Lava Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0042.JPG,4_1_21 to 4_14_21,Lava1,01-Apr-2021,18:00:00,Ok,false,Lava Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
RCNX0044.JPG,4_1_21 to 4_14_21,Lava1,01-Apr-2021,18:20:00,Ok,false,Lava Cave,04/01/2021,Tam Ta,false,true,false,false,,false,0,0,false,,0,false,,false,false,,
